state,district_type,education_level,infrastructure_score,toilet_access,drinking_water_source,electricity_access,employment_type,health_index,poverty_status,housing_type,cooking_fuel_type,phone_access,transport_mode,internet_access
Uttar Pradesh,Rural,Secondary,22.6,Shared,Public tap,1,Unemployed,0.05,1,Semi-Pucca,LPG,Basic Phone,Public Transport,1
Kerala,Rural,Secondary,36.0,Private,Private tap,1,Informal,0.07,1,Semi-Pucca,Firewood,None,Private Vehicle,0
Bihar,Rural,Graduate,43.4,Private,Public tap,1,Self-employed,0.14,1,Semi-Pucca,Firewood,None,Cycle,1
Tamil Nadu,Urban,Graduate,64.3,Shared,Well,0,Govt job,0.44,1,Kutcha,Firewood,Basic Phone,Public Transport,1
Jharkhand,Urban,Postgraduate,54.4,Private,Private tap,1,Private job,0.12,1,Pucca,Firewood,None,Cycle,1
Kerala,Rural,Primary,92.9,Private,Private tap,1,Private job,0.39,1,Semi-Pucca,LPG,Basic Phone,Public Transport,1
Madhya Pradesh,Urban,Graduate,33.9,Private,Private tap,1,Private job,0.07,1,Semi-Pucca,LPG,Basic Phone,Cycle,0
Uttar Pradesh,Urban,No School,22.1,Private,Unprotected,1,Informal,0.44,1,Semi-Pucca,LPG,None,Walk,1
Madhya Pradesh,Rural,Primary,85.8,No,Unprotected,0,Govt job,0.15,1,Semi-Pucca,LPG,Basic Phone,Private Vehicle,0
Jharkhand,Rural,No School,21.4,Private,Public tap,1,Informal,0.11,1,Semi-Pucca,Firewood,Smartphone,Public Transport,1
Odisha,Rural,Secondary,63.7,Shared,Unprotected,1,Unemployed,0.31,1,Kutcha,Firewood,Basic Phone,Cycle,0
Gujarat,Urban,Primary,30.4,Private,Private tap,0,Unemployed,0.41,1,Pucca,Firewood,None,Public Transport,1
Madhya Pradesh,Rural,Graduate,8.6,Shared,Unprotected,0,Informal,0.22,1,Semi-Pucca,Biogas,None,Walk,0
Tamil Nadu,Rural,Secondary,42.5,No,Public tap,1,Unemployed,0.2,1,Semi-Pucca,Firewood,Smartphone,Public Transport,1
Uttar Pradesh,Rural,No School,68.0,Private,Unprotected,1,Private job,0.38,1,Semi-Pucca,Kerosene,None,Public Transport,1
Jharkhand,Rural,Graduate,25.6,Shared,Well,0,Informal,0.31,1,Semi-Pucca,LPG,Smartphone,Walk,1
Kerala,Rural,Graduate,61.5,Private,Well,0,Govt job,0.14,1,Kutcha,Biogas,None,Private Vehicle,0
West Bengal,Rural,Secondary,65.3,No,Unprotected,1,Private job,0.02,1,Semi-Pucca,Firewood,Smartphone,Public Transport,1
West Bengal,Rural,No School,24.6,No,Well,0,Private job,0.15,1,Semi-Pucca,Firewood,Basic Phone,Cycle,1
Jharkhand,Rural,Graduate,45.4,No,Well,0,Private job,0.55,1,Pucca,Firewood,Smartphone,Private Vehicle,1
West Bengal,Rural,Graduate,81.5,Shared,Unprotected,1,Govt job,0.32,0,Pucca,Firewood,Basic Phone,Cycle,0
Uttar Pradesh,Urban,Secondary,63.0,Private,Well,1,Informal,0.03,1,Pucca,Kerosene,Smartphone,Public Transport,1
Maharashtra,Rural,Primary,44.8,Private,Public tap,1,Self-employed,0.42,1,Pucca,LPG,Basic Phone,Public Transport,1
Odisha,Rural,Secondary,58.3,Shared,Public tap,1,Govt job,0.14,1,Semi-Pucca,LPG,Smartphone,Walk,1
Madhya Pradesh,Rural,Graduate,36.3,No,Private tap,1,Private job,0.53,1,Semi-Pucca,Firewood,Basic Phone,Walk,1
Tamil Nadu,Rural,Primary,72.3,Shared,Public tap,1,Private job,0.06,1,Kutcha,LPG,None,Public Transport,1
Chhattisgarh,Rural,Primary,72.3,No,Private tap,1,Govt job,0.28,1,Kutcha,Firewood,Smartphone,Public Transport,1
Kerala,Rural,Graduate,52.4,Private,Private tap,0,Self-employed,0.04,1,Kutcha,LPG,None,Walk,1
Maharashtra,Urban,No School,54.6,Private,Unprotected,1,Private job,0.19,1,Semi-Pucca,LPG,Basic Phone,Walk,0
Uttar Pradesh,Rural,Postgraduate,30.0,Private,Well,1,Private job,0.52,1,Semi-Pucca,LPG,Smartphone,Walk,0
Bihar,Rural,Primary,23.0,Private,Unprotected,1,Informal,0.38,1,Semi-Pucca,Firewood,None,Walk,0
Rajasthan,Rural,Secondary,42.5,Private,Private tap,1,Self-employed,0.39,0,Semi-Pucca,Biogas,Smartphone,Public Transport,0
Rajasthan,Rural,Primary,48.3,Shared,Unprotected,1,Govt job,0.55,1,Kutcha,LPG,None,Cycle,1
Gujarat,Rural,Postgraduate,71.3,Shared,Well,1,Informal,0.66,0,Kutcha,Firewood,Smartphone,Cycle,1
Kerala,Rural,Graduate,68.4,Private,Well,0,Govt job,0.41,1,Pucca,Kerosene,Smartphone,Public Transport,1
Maharashtra,Rural,Postgraduate,53.7,Private,Well,0,Unemployed,0.1,1,Pucca,Firewood,Smartphone,Public Transport,0
Uttar Pradesh,Rural,Secondary,73.8,Shared,Private tap,1,Informal,0.13,1,Kutcha,Firewood,Basic Phone,Private Vehicle,0
Jharkhand,Rural,Primary,31.1,Private,Unprotected,0,Informal,0.18,1,Semi-Pucca,Firewood,Basic Phone,Public Transport,1
Madhya Pradesh,Rural,Primary,71.5,Private,Unprotected,1,Self-employed,0.35,1,Kutcha,LPG,Smartphone,Walk,0
Jharkhand,Rural,Secondary,34.2,Private,Private tap,1,Unemployed,0.02,1,Kutcha,Firewood,Smartphone,Cycle,0
Jharkhand,Urban,Secondary,74.8,Shared,Private tap,1,Unemployed,0.15,1,Semi-Pucca,Firewood,Basic Phone,Cycle,1
Bihar,Rural,Postgraduate,49.7,Private,Public tap,1,Private job,0.41,0,Pucca,Firewood,None,Cycle,1
West Bengal,Rural,Secondary,10.0,Private,Unprotected,1,Informal,0.36,1,Semi-Pucca,Firewood,Smartphone,Cycle,1
Rajasthan,Rural,Graduate,64.6,Shared,Well,1,Informal,0.33,0,Kutcha,LPG,Smartphone,Public Transport,0
Maharashtra,Rural,Postgraduate,66.2,Private,Unprotected,1,Govt job,0.32,0,Semi-Pucca,LPG,None,Walk,1
Chhattisgarh,Rural,Primary,40.9,Private,Public tap,1,Informal,0.3,1,Semi-Pucca,Firewood,None,Cycle,1
Chhattisgarh,Urban,Graduate,42.6,No,Well,0,Govt job,0.24,1,Pucca,Firewood,Basic Phone,Public Transport,1
Madhya Pradesh,Rural,Secondary,46.8,Private,Public tap,1,Informal,0.31,0,Semi-Pucca,LPG,Basic Phone,Private Vehicle,1
Rajasthan,Rural,Graduate,11.5,Shared,Private tap,1,Govt job,0.33,1,Pucca,Biogas,Basic Phone,Walk,1
Bihar,Rural,Primary,2.7,Private,Private tap,1,Self-employed,0.26,1,Kutcha,LPG,Basic Phone,Walk,0
Kerala,Rural,Primary,76.0,Private,Unprotected,1,Private job,0.49,1,Pucca,Firewood,None,Private Vehicle,1
Uttar Pradesh,Urban,No School,33.5,Shared,Private tap,1,Informal,0.29,1,Semi-Pucca,LPG,Basic Phone,Cycle,1
Jharkhand,Urban,Postgraduate,87.1,Shared,Private tap,1,Informal,0.18,1,Pucca,Firewood,Basic Phone,Cycle,1
Maharashtra,Rural,Graduate,77.4,Private,Unprotected,1,Private job,0.34,0,Kutcha,Firewood,None,Cycle,0
Gujarat,Rural,No School,81.3,Private,Public tap,1,Govt job,0.52,1,Semi-Pucca,Kerosene,Basic Phone,Private Vehicle,1
Jharkhand,Rural,Postgraduate,37.0,No,Public tap,1,Govt job,0.57,1,Kutcha,Firewood,Basic Phone,Walk,1
Tamil Nadu,Rural,Secondary,17.8,Private,Well,0,Informal,0.25,1,Kutcha,Biogas,None,Private Vehicle,0
Kerala,Urban,Graduate,28.3,No,Well,1,Self-employed,0.31,1,Pucca,LPG,None,Public Transport,1
Tamil Nadu,Rural,No School,41.1,Shared,Public tap,1,Informal,0.23,1,Semi-Pucca,Firewood,None,Public Transport,0
Tamil Nadu,Rural,Secondary,2.5,Private,Private tap,1,Informal,0.1,1,Pucca,Biogas,None,Public Transport,0
West Bengal,Rural,Secondary,40.5,Private,Well,1,Self-employed,0.37,0,Kutcha,Firewood,Basic Phone,Public Transport,1
Chhattisgarh,Rural,Primary,46.0,Private,Public tap,1,Private job,0.1,1,Pucca,LPG,None,Walk,0
Tamil Nadu,Rural,Secondary,24.1,No,Private tap,1,Informal,0.1,1,Semi-Pucca,LPG,Smartphone,Cycle,1
Gujarat,Rural,Secondary,29.2,No,Private tap,1,Informal,0.15,1,Semi-Pucca,LPG,Basic Phone,Cycle,0
Jharkhand,Urban,Primary,45.6,Private,Public tap,1,Informal,0.3,1,Semi-Pucca,Firewood,Basic Phone,Walk,1
Rajasthan,Rural,Primary,57.1,No,Unprotected,1,Govt job,0.18,1,Pucca,Biogas,Basic Phone,Public Transport,0
Rajasthan,Rural,Postgraduate,32.2,No,Public tap,1,Self-employed,0.23,1,Kutcha,Firewood,Smartphone,Public Transport,1
West Bengal,Rural,Primary,55.8,Private,Private tap,0,Informal,0.32,1,Pucca,LPG,Smartphone,Walk,1
Maharashtra,Rural,Primary,52.7,Private,Well,1,Govt job,0.47,1,Pucca,LPG,None,Public Transport,0
Rajasthan,Rural,Secondary,50.9,Shared,Private tap,1,Informal,0.44,0,Kutcha,LPG,Smartphone,Cycle,1
Maharashtra,Rural,Secondary,37.0,No,Private tap,1,Informal,0.43,1,Pucca,Kerosene,None,Cycle,0
Jharkhand,Rural,Graduate,23.3,Private,Public tap,1,Unemployed,0.33,1,Pucca,LPG,Basic Phone,Private Vehicle,1
Chhattisgarh,Urban,Graduate,83.9,Private,Private tap,1,Unemployed,0.46,1,Semi-Pucca,Firewood,Smartphone,Walk,0
Chhattisgarh,Urban,No School,62.6,No,Unprotected,1,Unemployed,0.54,1,Kutcha,LPG,Smartphone,Walk,1
Chhattisgarh,Urban,Secondary,70.1,Private,Well,1,Informal,0.1,1,Semi-Pucca,LPG,None,Cycle,1
Uttar Pradesh,Rural,Graduate,48.3,Shared,Public tap,1,Self-employed,0.38,0,Kutcha,Kerosene,Smartphone,Private Vehicle,1
Kerala,Urban,Postgraduate,46.7,Private,Unprotected,1,Unemployed,0.51,1,Kutcha,Firewood,None,Walk,1
Uttar Pradesh,Rural,Secondary,59.8,Shared,Well,1,Unemployed,0.39,1,Pucca,Firewood,Smartphone,Public Transport,1
Uttar Pradesh,Urban,No School,13.3,Private,Unprotected,1,Unemployed,0.16,1,Semi-Pucca,Firewood,Smartphone,Public Transport,1
Uttar Pradesh,Rural,Secondary,27.7,Private,Private tap,1,Informal,0.32,1,Semi-Pucca,LPG,Smartphone,Private Vehicle,1
Rajasthan,Rural,No School,34.0,Private,Private tap,1,Unemployed,0.36,1,Kutcha,Biogas,Basic Phone,Public Transport,1
Odisha,Rural,Graduate,40.9,Private,Unprotected,1,Unemployed,0.12,1,Kutcha,LPG,Smartphone,Public Transport,1
Rajasthan,Urban,No School,32.4,Shared,Well,1,Private job,0.02,1,Pucca,LPG,Smartphone,Private Vehicle,0
Odisha,Urban,Primary,56.7,Private,Unprotected,1,Self-employed,0.28,1,Semi-Pucca,Biogas,Basic Phone,Walk,1
Rajasthan,Rural,Secondary,51.6,Shared,Unprotected,0,Govt job,0.48,1,Pucca,LPG,Basic Phone,Public Transport,0
Jharkhand,Rural,Secondary,77.9,No,Unprotected,0,Govt job,0.24,1,Semi-Pucca,Firewood,Basic Phone,Public Transport,0
Kerala,Rural,Secondary,99.5,Shared,Well,1,Self-employed,0.64,0,Pucca,LPG,Basic Phone,Public Transport,0
Bihar,Rural,Secondary,24.7,Shared,Unprotected,1,Govt job,0.04,1,Pucca,LPG,None,Walk,1
Bihar,Rural,Graduate,52.9,Shared,Private tap,1,Self-employed,0.43,0,Semi-Pucca,Biogas,Basic Phone,Private Vehicle,1
Uttar Pradesh,Urban,Secondary,52.9,Private,Public tap,1,Self-employed,0.24,1,Pucca,LPG,None,Private Vehicle,1
Bihar,Rural,Secondary,49.7,Private,Private tap,0,Private job,0.09,1,Pucca,Biogas,Basic Phone,Cycle,1
Gujarat,Rural,Primary,28.3,Private,Private tap,1,Unemployed,0.72,1,Kutcha,Firewood,Smartphone,Public Transport,1
Kerala,Urban,Secondary,31.7,Private,Unprotected,1,Informal,0.3,1,Semi-Pucca,Firewood,Basic Phone,Cycle,0
Gujarat,Rural,Secondary,54.8,Shared,Public tap,1,Unemployed,0.26,1,Pucca,LPG,Basic Phone,Private Vehicle,0
Gujarat,Rural,Secondary,31.1,No,Unprotected,0,Govt job,0.38,1,Pucca,Firewood,Basic Phone,Public Transport,0
Kerala,Rural,Graduate,53.2,Private,Public tap,1,Informal,0.12,1,Semi-Pucca,LPG,Basic Phone,Cycle,0
Maharashtra,Urban,Secondary,45.1,No,Private tap,1,Private job,0.24,1,Kutcha,LPG,None,Public Transport,1
Madhya Pradesh,Rural,Graduate,52.8,No,Well,1,Informal,0.41,1,Semi-Pucca,LPG,Basic Phone,Private Vehicle,0
West Bengal,Rural,Secondary,30.9,No,Unprotected,1,Informal,0.49,1,Semi-Pucca,Kerosene,Smartphone,Public Transport,1
Kerala,Urban,Secondary,53.1,Shared,Private tap,1,Informal,0.21,1,Semi-Pucca,LPG,None,Walk,1
Maharashtra,Urban,Secondary,32.4,Private,Public tap,1,Self-employed,0.4,1,Pucca,LPG,None,Cycle,1
West Bengal,Rural,Primary,53.2,No,Private tap,1,Govt job,0.32,1,Pucca,LPG,Smartphone,Cycle,1
Bihar,Rural,Secondary,76.8,Private,Private tap,1,Informal,0.09,1,Kutcha,LPG,Basic Phone,Cycle,1
West Bengal,Rural,Secondary,55.2,Shared,Private tap,1,Self-employed,0.68,0,Semi-Pucca,Biogas,Basic Phone,Public Transport,1
Odisha,Rural,No School,56.4,Private,Well,1,Informal,0.12,1,Semi-Pucca,Firewood,Basic Phone,Cycle,1
Jharkhand,Rural,Secondary,66.3,Private,Unprotected,1,Self-employed,0.02,1,Semi-Pucca,Biogas,Basic Phone,Walk,1
West Bengal,Rural,Secondary,21.9,Private,Unprotected,0,Self-employed,0.07,1,Semi-Pucca,Firewood,None,Public Transport,1
Gujarat,Rural,Postgraduate,84.4,Shared,Unprotected,1,Private job,0.13,1,Kutcha,LPG,Basic Phone,Public Transport,1
Gujarat,Rural,Graduate,28.9,Shared,Well,1,Private job,0.4,1,Pucca,Biogas,Smartphone,Walk,1
Jharkhand,Rural,Primary,67.6,Private,Well,1,Informal,0.36,1,Kutcha,LPG,Basic Phone,Private Vehicle,1
Uttar Pradesh,Rural,Secondary,64.9,Shared,Public tap,1,Unemployed,0.29,1,Semi-Pucca,Firewood,Smartphone,Public Transport,1
Gujarat,Urban,No School,32.0,Shared,Unprotected,0,Govt job,0.07,1,Semi-Pucca,Kerosene,Smartphone,Walk,0
Bihar,Rural,Primary,70.2,Private,Public tap,0,Unemployed,0.14,1,Pucca,LPG,Basic Phone,Private Vehicle,1
Jharkhand,Rural,Graduate,60.0,Private,Private tap,1,Informal,0.05,1,Semi-Pucca,Kerosene,Smartphone,Public Transport,1
Tamil Nadu,Rural,Primary,87.8,Private,Public tap,0,Unemployed,0.23,1,Semi-Pucca,LPG,Smartphone,Cycle,1
Uttar Pradesh,Rural,Primary,53.9,Private,Public tap,1,Informal,0.09,1,Pucca,LPG,Basic Phone,Walk,0
Gujarat,Rural,Postgraduate,47.8,Private,Private tap,1,Self-employed,0.39,0,Kutcha,Biogas,Smartphone,Public Transport,0
Jharkhand,Rural,Graduate,39.7,Private,Private tap,1,Informal,0.34,1,Semi-Pucca,Firewood,Smartphone,Private Vehicle,1
Madhya Pradesh,Rural,Graduate,15.1,Shared,Public tap,1,Private job,0.15,1,Semi-Pucca,Kerosene,Smartphone,Walk,1
West Bengal,Rural,Graduate,43.6,Private,Public tap,0,Self-employed,0.42,1,Kutcha,Firewood,Smartphone,Public Transport,1
Madhya Pradesh,Urban,Graduate,44.5,Private,Unprotected,1,Self-employed,0.21,1,Semi-Pucca,LPG,Basic Phone,Cycle,0
Kerala,Rural,Primary,55.2,Shared,Well,1,Informal,0.06,1,Kutcha,Firewood,Basic Phone,Public Transport,1
Maharashtra,Rural,Secondary,21.5,Shared,Private tap,1,Unemployed,0.29,1,Kutcha,Firewood,Basic Phone,Private Vehicle,1
Maharashtra,Rural,Secondary,45.2,No,Public tap,1,Govt job,0.05,1,Semi-Pucca,Biogas,Smartphone,Walk,0
Maharashtra,Rural,Primary,61.5,Private,Well,1,Govt job,0.44,1,Semi-Pucca,LPG,None,Cycle,1
Odisha,Rural,Graduate,63.5,Private,Public tap,1,Self-employed,0.37,0,Kutcha,Firewood,Basic Phone,Walk,1
Uttar Pradesh,Rural,Secondary,12.8,Shared,Unprotected,1,Informal,0.3,1,Kutcha,LPG,Basic Phone,Cycle,1
Chhattisgarh,Urban,No School,64.1,Shared,Public tap,1,Self-employed,0.23,1,Kutcha,LPG,Smartphone,Walk,1
Chhattisgarh,Rural,Primary,45.1,Private,Private tap,1,Govt job,0.24,1,Kutcha,LPG,Smartphone,Public Transport,1
Jharkhand,Urban,Primary,46.3,Private,Public tap,0,Govt job,0.1,1,Kutcha,LPG,Basic Phone,Walk,1
West Bengal,Rural,Graduate,2.7,Shared,Public tap,1,Self-employed,0.16,1,Kutcha,LPG,Smartphone,Public Transport,0
Bihar,Urban,Secondary,79.9,Shared,Private tap,1,Private job,0.57,0,Kutcha,Firewood,Basic Phone,Walk,1
Chhattisgarh,Rural,Secondary,53.5,No,Unprotected,1,Self-employed,0.36,1,Semi-Pucca,Kerosene,Smartphone,Cycle,0
Bihar,Urban,Secondary,19.4,No,Private tap,1,Unemployed,0.2,1,Pucca,LPG,Smartphone,Cycle,0
Chhattisgarh,Rural,Secondary,57.5,Private,Public tap,1,Self-employed,0.28,1,Pucca,LPG,Smartphone,Cycle,1
Maharashtra,Rural,Graduate,56.9,Private,Unprotected,1,Self-employed,0.5,0,Kutcha,Biogas,Smartphone,Walk,0
Uttar Pradesh,Urban,Secondary,74.5,Shared,Private tap,1,Unemployed,0.34,1,Kutcha,Kerosene,Smartphone,Public Transport,1
Chhattisgarh,Rural,Postgraduate,43.8,Private,Well,1,Informal,0.55,0,Kutcha,Firewood,Basic Phone,Private Vehicle,1
Kerala,Rural,Postgraduate,50.2,No,Well,1,Self-employed,0.29,1,Kutcha,Firewood,None,Public Transport,0
Gujarat,Rural,Postgraduate,37.1,Private,Well,0,Govt job,0.34,1,Semi-Pucca,Kerosene,Smartphone,Walk,1
Rajasthan,Rural,Secondary,62.0,Shared,Private tap,1,Private job,0.44,0,Pucca,Kerosene,Smartphone,Cycle,0
Jharkhand,Rural,Postgraduate,34.3,No,Unprotected,1,Govt job,0.14,1,Pucca,Firewood,None,Public Transport,1
Odisha,Rural,Secondary,32.1,No,Private tap,1,Unemployed,0.35,1,Semi-Pucca,LPG,Basic Phone,Cycle,0
Chhattisgarh,Rural,Graduate,48.6,No,Public tap,1,Self-employed,0.36,1,Semi-Pucca,Firewood,Smartphone,Cycle,0
Gujarat,Rural,Postgraduate,25.5,No,Private tap,1,Self-employed,0.41,1,Kutcha,Firewood,Smartphone,Walk,0
West Bengal,Rural,Postgraduate,82.0,Shared,Well,1,Informal,0.11,1,Semi-Pucca,LPG,Smartphone,Private Vehicle,0
Odisha,Rural,Graduate,88.5,Private,Well,1,Unemployed,0.62,1,Semi-Pucca,Biogas,Basic Phone,Public Transport,0
Bihar,Rural,Secondary,40.9,Shared,Public tap,1,Unemployed,0.47,1,Semi-Pucca,Firewood,Basic Phone,Public Transport,1
Madhya Pradesh,Urban,Primary,22.3,Shared,Private tap,1,Unemployed,0.23,1,Semi-Pucca,Firewood,Smartphone,Public Transport,1
Kerala,Rural,Primary,56.7,Private,Well,0,Govt job,0.19,1,Pucca,LPG,Basic Phone,Public Transport,0
Tamil Nadu,Rural,Graduate,40.4,Shared,Private tap,0,Unemployed,0.22,1,Semi-Pucca,Firewood,Basic Phone,Public Transport,1
Tamil Nadu,Rural,Primary,73.5,Private,Well,0,Informal,0.27,1,Semi-Pucca,Firewood,Smartphone,Public Transport,0
Odisha,Urban,Secondary,34.3,No,Public tap,0,Informal,0.06,1,Semi-Pucca,Biogas,None,Walk,0
Madhya Pradesh,Urban,Secondary,60.9,No,Unprotected,1,Govt job,0.44,1,Kutcha,LPG,Basic Phone,Walk,0
West Bengal,Rural,Secondary,52.3,Shared,Unprotected,1,Unemployed,0.27,1,Kutcha,LPG,Basic Phone,Public Transport,1
Odisha,Rural,Postgraduate,36.5,Shared,Well,1,Unemployed,0.18,1,Semi-Pucca,Firewood,None,Public Transport,0
Bihar,Rural,Secondary,54.8,Private,Well,1,Informal,0.18,1,Semi-Pucca,Firewood,Smartphone,Public Transport,1
Uttar Pradesh,Rural,Graduate,67.6,No,Private tap,0,Informal,0.17,1,Semi-Pucca,LPG,Basic Phone,Cycle,0
Gujarat,Urban,Secondary,51.7,Private,Unprotected,1,Informal,0.35,0,Semi-Pucca,LPG,Smartphone,Walk,0
Odisha,Rural,Graduate,51.9,Private,Private tap,1,Govt job,0.07,1,Pucca,LPG,Basic Phone,Walk,0
Tamil Nadu,Rural,Primary,32.5,No,Well,1,Unemployed,0.47,1,Kutcha,Firewood,None,Cycle,1
Gujarat,Rural,Primary,72.9,Private,Unprotected,1,Unemployed,0.07,1,Semi-Pucca,Kerosene,Basic Phone,Public Transport,1
Rajasthan,Rural,Postgraduate,70.9,Shared,Private tap,0,Informal,0.35,1,Semi-Pucca,Firewood,None,Cycle,1
Tamil Nadu,Urban,Secondary,41.8,Private,Well,0,Private job,0.11,1,Semi-Pucca,Biogas,Smartphone,Public Transport,0
Madhya Pradesh,Urban,Secondary,47.5,Private,Private tap,0,Unemployed,0.19,1,Kutcha,LPG,Basic Phone,Walk,0
Bihar,Rural,Secondary,78.3,Shared,Private tap,1,Private job,0.11,1,Semi-Pucca,Firewood,Basic Phone,Walk,1
West Bengal,Rural,Secondary,27.3,Shared,Well,1,Govt job,0.1,1,Pucca,Biogas,Basic Phone,Public Transport,0
Kerala,Rural,Secondary,62.1,Shared,Private tap,0,Informal,0.43,1,Kutcha,Biogas,Basic Phone,Public Transport,0
Jharkhand,Urban,Primary,38.8,Shared,Private tap,1,Govt job,0.22,1,Pucca,LPG,None,Private Vehicle,1
Rajasthan,Urban,Secondary,85.6,No,Unprotected,1,Self-employed,0.27,1,Semi-Pucca,LPG,Basic Phone,Cycle,0
Kerala,Rural,Secondary,51.3,Private,Private tap,1,Self-employed,0.39,0,Pucca,Firewood,Smartphone,Public Transport,1
Odisha,Rural,Secondary,75.2,Shared,Public tap,0,Self-employed,0.33,1,Pucca,Firewood,Basic Phone,Walk,1
Rajasthan,Rural,Secondary,34.8,No,Well,1,Self-employed,0.12,1,Kutcha,LPG,Basic Phone,Cycle,0
Madhya Pradesh,Urban,Postgraduate,25.0,No,Private tap,1,Unemployed,0.34,1,Kutcha,LPG,Smartphone,Public Transport,1
Bihar,Rural,Secondary,45.3,Shared,Well,1,Self-employed,0.64,0,Kutcha,LPG,Basic Phone,Private Vehicle,1
West Bengal,Rural,Graduate,55.3,No,Public tap,1,Govt job,0.2,1,Semi-Pucca,Kerosene,Basic Phone,Walk,1
Kerala,Rural,Secondary,39.8,Shared,Well,0,Informal,0.28,1,Pucca,LPG,Basic Phone,Walk,0
Odisha,Rural,Secondary,65.2,No,Public tap,1,Private job,0.17,1,Kutcha,LPG,Basic Phone,Private Vehicle,1
Maharashtra,Rural,No School,45.8,No,Public tap,1,Unemployed,0.44,1,Pucca,LPG,None,Public Transport,0
Bihar,Rural,Primary,8.4,Private,Unprotected,0,Private job,0.33,1,Semi-Pucca,Firewood,Basic Phone,Cycle,1
Odisha,Urban,Secondary,61.1,Private,Public tap,1,Self-employed,0.2,1,Kutcha,Biogas,Smartphone,Public Transport,0
West Bengal,Rural,Secondary,32.3,Shared,Unprotected,1,Self-employed,0.28,1,Kutcha,Firewood,None,Public Transport,0
Kerala,Rural,Graduate,42.8,Private,Private tap,1,Private job,0.49,0,Semi-Pucca,Kerosene,Smartphone,Public Transport,0
Odisha,Rural,Secondary,81.1,No,Unprotected,1,Govt job,0.08,1,Semi-Pucca,Biogas,Basic Phone,Public Transport,0
Bihar,Rural,Graduate,85.5,Private,Unprotected,1,Informal,0.14,1,Kutcha,LPG,None,Private Vehicle,0
Odisha,Rural,Postgraduate,38.5,No,Private tap,1,Govt job,0.4,1,Pucca,LPG,Smartphone,Cycle,1
Kerala,Rural,Primary,61.6,Private,Well,1,Unemployed,0.29,1,Kutcha,Firewood,None,Cycle,1
Bihar,Rural,Secondary,39.0,Private,Well,1,Informal,0.02,1,Semi-Pucca,LPG,Basic Phone,Public Transport,0
Maharashtra,Urban,Secondary,44.3,Private,Private tap,1,Private job,0.48,0,Semi-Pucca,Biogas,Basic Phone,Walk,0
Madhya Pradesh,Rural,Primary,37.9,Private,Public tap,1,Informal,0.03,1,Pucca,Firewood,Smartphone,Public Transport,1
Gujarat,Rural,Primary,15.5,Private,Unprotected,1,Unemployed,0.29,1,Kutcha,Firewood,Basic Phone,Cycle,0
Uttar Pradesh,Urban,Graduate,51.9,Shared,Well,1,Self-employed,0.13,1,Kutcha,Firewood,Smartphone,Walk,1
Bihar,Rural,Postgraduate,55.8,Private,Well,1,Informal,0.2,1,Kutcha,Firewood,Basic Phone,Private Vehicle,1
Rajasthan,Urban,Graduate,36.6,Shared,Public tap,1,Informal,0.34,1,Kutcha,LPG,Basic Phone,Walk,0
Uttar Pradesh,Rural,Secondary,71.8,No,Well,0,Self-employed,0.69,1,Semi-Pucca,Firewood,Basic Phone,Public Transport,1
Odisha,Urban,Secondary,41.3,Shared,Well,1,Self-employed,0.31,0,Kutcha,LPG,None,Public Transport,0
Kerala,Rural,Secondary,37.3,Private,Well,0,Informal,0.06,1,Semi-Pucca,Kerosene,None,Walk,1
Bihar,Rural,Secondary,60.5,No,Private tap,0,Self-employed,0.18,1,Pucca,LPG,None,Public Transport,0
Gujarat,Rural,Secondary,19.1,Private,Well,1,Private job,0.19,1,Semi-Pucca,Firewood,None,Public Transport,0
Kerala,Urban,Primary,68.1,Private,Well,1,Private job,0.53,1,Pucca,LPG,None,Private Vehicle,0
Bihar,Urban,Postgraduate,42.0,No,Private tap,1,Govt job,0.13,1,Pucca,LPG,Basic Phone,Public Transport,1
Maharashtra,Rural,Graduate,69.8,Shared,Well,1,Unemployed,0.33,1,Kutcha,LPG,None,Walk,0
Kerala,Rural,Secondary,75.8,Private,Public tap,0,Informal,0.49,1,Kutcha,LPG,None,Public Transport,1
Rajasthan,Rural,Postgraduate,62.8,Private,Unprotected,1,Private job,0.26,1,Kutcha,Biogas,None,Cycle,0
Jharkhand,Urban,Primary,33.8,Shared,Private tap,1,Informal,0.31,1,Pucca,LPG,Smartphone,Walk,1
Uttar Pradesh,Rural,No School,25.0,Shared,Private tap,1,Private job,0.51,1,Semi-Pucca,Biogas,Basic Phone,Cycle,0
Uttar Pradesh,Urban,Graduate,21.3,No,Well,1,Informal,0.01,1,Pucca,Firewood,Basic Phone,Private Vehicle,1
Bihar,Rural,Postgraduate,72.1,No,Unprotected,0,Private job,0.15,1,Semi-Pucca,LPG,Basic Phone,Public Transport,1
Odisha,Rural,Secondary,47.3,Shared,Public tap,1,Unemployed,0.35,1,Kutcha,Firewood,Basic Phone,Public Transport,1
West Bengal,Rural,No School,38.0,Private,Public tap,0,Informal,0.49,1,Pucca,LPG,None,Public Transport,1
West Bengal,Rural,Graduate,47.4,Private,Unprotected,0,Govt job,0.26,1,Semi-Pucca,LPG,Basic Phone,Private Vehicle,0
Uttar Pradesh,Rural,No School,71.6,Private,Unprotected,1,Private job,0.26,1,Semi-Pucca,Firewood,Smartphone,Private Vehicle,1
